Title,Description,Url,Issuer,Application Number,Filed On,Issued On,Patent Number
AI based Diet Management using IoT system,"An AI based diet management system to monitor, track and correct diet using an hand-held IoT device.",http://ipindiaservices.gov.in/PatentSearch/PatentSearch/,in,202041031475,"Jul 31, 2020","Jul 31, 2020",AI BASED DIETARY NEEDS MANAGEMENT SYSTEM
